source_id,source_name,lat,lon,total_co2_emissions_2024
25454275,NAGPUR GMT,21.0582,79.485,0.0
25454276,ASHOKNAGAR MILL,19.5867,74.7061,0.0
25454277,HINGOLI MILL,19.2829,77.1384,0.0
25454278,KARAD MILL,17.1657,74.2459,0.0
25454279,BILIYAKALAN PLANT,25.2267,74.6216,0.0
25454280,RAMANAGARAM MILL,12.7145,77.4524,0.0
25454281,SANGLI KRANTI,17.1354,74.4272,0.0
25454286,Uchpinda power station,21.8864,83.1208,7037200.0
25454344,Bela power station,20.8098,79.0551,1755290.0
25454351,Yermarus power station,16.2953,77.3561,5105400.0
25454355,Mahan Aluminium power station,24.2226,82.4544,5103900.0
25454356,Mettur Siscol power station,11.814,77.9191,340240.0
25454357,Gummidipoondi Kamachi power station,13.424,80.0875,396950.0
25454358,BELLARY HOTHUR,15.1831,76.7909,3161.5
25454364,BALCO Korba power station,22.399,82.74,9867300.0
25454369,Lara Integrated Thermal Power Project,21.7577,83.4575,11755800.0
25454372,Angul power station,21.127,84.9806,8103500.0
25454373,Mahadev Prasad Super Thermal Power Plant,22.8365,86.0613,3584000.0
25454374,Nasik RattanIndia Thermal Power Project,19.8667,74.0817,0.0
25454383,Ghugus power station,19.9295,79.1332,0.0
25454391,Lalitpur power project,24.7958,78.6469,11866200.0
25454414,Khopoli Works power station,18.7709,73.2592,340240.0
25454416,Danapuram BMM power station,15.1709,76.3776,1332710.0
25454430,Dhariwal power station,20.0106,79.2034,4390700.0
25454431,Jharsuguda Ind-Barath power station,21.6579,83.9195,1984900.0
25454434,Utkal Smelter power station,19.195,83.0299,510390.0
25454441,Maqsoodpur power station,28.2445,79.9974,510390.0
25454442,Kundarki Ipp power station,27.0788,82.0836,329781.0
25454443,Utraula power station,27.3454,82.3165,352103.0
25454469,Angul Steel power station,20.8925,84.9904,4593500.0
25454473,Kasaipalli power station,22.389,82.5549,1086990.0
25454474,Durgapur SAIL power station,23.5518,87.2485,471600.0
25454475,Rourkela Works-2 power station,22.221,84.8806,2098200.0
25454489,SHREE RAS CEMENT,26.263,74.1878,782580.0
25454492,CHANDERIA CEMENT WORKS,24.9293,74.6367,235340.0
25454493,JK CEMENT MUDHOL,16.2017,75.3005,326080.0
25454499,BANSWARA CEMENT,23.6026,74.2562,113415.0
25454503,Jharsuguda CPP power station,21.788,84.054,6890300.0
25454507,Baradarha power station,21.9114,83.1889,8295300.0
25454511,RABRIYAWAS CEMENT,26.2984,74.1234,109304.0
25454512,JK CEMENT NIMBAHERA,24.6428,74.6843,124320.0
25454513,JK CEMENT MANGROL,24.6929,74.689,144920.0
25454514,MANGLAM CEMENT,24.7176,75.9522,141780.0
25454517,NAGPUR SPONGE IRON,20.9276,79.2455,567080.0
25454518,Meenakshi Energy Thermal Power Project,14.2112,80.0901,153377.23
25454539,LMEL GHUGUS,19.9306,79.12,9484.9
25454548,Chakabura power station,22.3937,82.5532,170150.0
25454549,Ratija Power Project,22.34,82.4928,563850.0
25454553,Gadarwara Super Thermal Power Project,22.8618,78.8661,8513200.0
25454554,Khargone power station,22.0652,75.8519,7485500.0
25454564,Bander power station,14.3293,80.1406,7485500.0
25454586,BELLAD-BAGEWADI,16.2774,74.7111,336.62
25454591,Bhavnagar power station,21.5832,72.2222,1725160.0
25454620,Makavarapalem Smelter power station,17.5937,82.7436,510390.0
25454621,NARASINGPUR BIOMASS,22.9649,78.8132,0.0
25454656,Anuppur Thermal Power Project,23.0664,81.7901,7660300.0
25454670,Muthukur Mandal power station (Painampuram),14.3518,80.1451,7985000.0
25454677,Bhandhakhar power station,22.341,82.4306,1872080.0
25454678,Darlipali power station,21.9636,83.8919,11335300.0
25454706,Raigarh Ind Power power station,21.8718,83.4973,368600.0
25454707,BELLARY JANKI,15.1777,77.1036,102075.0
25454712,VIKRAM CEMENT,24.5753,74.8012,260880.0
25454737,KASRAWAD FACTORY,22.1335,75.4568,59401.0
25454744,Asansol Crescent power station,23.7844,87.0469,226840.0
25454758,KOPPAL HKMP,15.316,76.2507,68050.0
25454771,Gummidipoondi Suryadev power station,13.3848,80.1074,907310.0
25454772,LODHIVALI,18.9002,73.2032,13464.1
25454800,Raigarh TRN Power Project,22.131,83.2639,3469900.0
25454802,JSW STEEL SALAV,18.5304,72.9204,28213.0
25454824,Nardana Vaghode power station,21.151,74.8542,1701500.0
25454849,ARVINDNAGAR SUGAR,18.0845,76.1851,0.0
